Tissue.origin	Cancer.type	Subtype	Gene.name1	Aberrance.type1	Aberrance.site1	Gene.name2	Aberrance.type2	Aberrance.site2	Description	Source	PMID
Multiple Tissues	Pancancer	NA	KCNMB3	mutation	NA	SOX2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	SOX2	mutation	NA	ZNF639	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	KCNMB2	mutation	NA	SOX2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	MECOM	mutation	NA	ZMAT3	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	KCNMB3	mutation	NA	MECOM	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	MECOM	mutation	NA	ZNF639	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	KCNMB2	mutation	NA	MECOM	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	KCNMB3	mutation	NA	ZMAT3	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	ZMAT3	mutation	NA	ZNF639	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	KCNMB2	mutation	NA	ZMAT3	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	KCNMB3	mutation	NA	ZNF639	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	KCNMB2	mutation	NA	KCNMB3	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	KCNMB2	mutation	NA	ZNF639	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	FLJ42969	mutation	NA	YWHAZ	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CABLES2	mutation	NA	NELFCD	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	NELFCD	mutation	NA	ZNF217	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	NELFCD	mutation	NA	RBBP8NL	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	NELFCD	mutation	NA	SLMO2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	NELFCD	mutation	NA	TUBB1	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CABLES2	mutation	NA	ZNF217	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CABLES2	mutation	NA	RBBP8NL	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CABLES2	mutation	NA	SLMO2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CABLES2	mutation	NA	TUBB1	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	RBBP8NL	mutation	NA	ZNF217	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	SLMO2	mutation	NA	ZNF217	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	TUBB1	mutation	NA	ZNF217	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	RBBP8NL	mutation	NA	SLMO2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	RBBP8NL	mutation	NA	TUBB1	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	SLMO2	mutation	NA	TUBB1	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	ATP5E	mutation	NA	HELZ2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CTSZ	mutation	NA	HELZ2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	ATP5E	mutation	NA	CTSZ	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	GNAS	mutation	NA	NPEPL1	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA2	mutation	NA	IFNA8	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA2	mutation	NA	IFNA22P	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA2	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA2	mutation	NA	IFNA5	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA1	mutation	NA	IFNA2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2A-AS1	mutation	NA	IFNA8	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2A-AS1	mutation	NA	IFNA22P	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2A-AS1	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2A-AS1	mutation	NA	IFNA5	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2A-AS1	mutation	NA	IFNA1	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	OR4F21	mutation	NA	ZNF596	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CSMD1	mutation	NA	OR4F21	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	OR4F21	mutation	NA	RPL23AP53	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	FBXO25	mutation	NA	OR4F21	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	OR4F21	mutation	NA	TDRP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CSMD1	mutation	NA	ZNF596	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	RPL23AP53	mutation	NA	ZNF596	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	FBXO25	mutation	NA	ZNF596	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	TDRP	mutation	NA	ZNF596	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CSMD1	mutation	NA	RPL23AP53	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CSMD1	mutation	NA	FBXO25	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CSMD1	mutation	NA	TDRP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	FBXO25	mutation	NA	RPL23AP53	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	RPL23AP53	mutation	NA	TDRP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	FBXO25	mutation	NA	TDRP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	HELZ2	mutation	NA	TUBB1	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA6	mutation	NA	IFNA8	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA22P	mutation	NA	IFNA6	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA6	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA5	mutation	NA	IFNA6	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA1	mutation	NA	IFNA6	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA8	mutation	NA	KLHL9	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA22P	mutation	NA	KLHL9	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	KLHL9	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA5	mutation	NA	KLHL9	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA1	mutation	NA	KLHL9	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA8	mutation	NA	IFNE	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA22P	mutation	NA	IFNE	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNE	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA5	mutation	NA	IFNE	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA1	mutation	NA	IFNE	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B	mutation	NA	IFNA8	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B	mutation	NA	IFNA22P	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B	mutation	NA	IFNA5	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B	mutation	NA	IFNA1	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA13	mutation	NA	IFNA8	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA13	mutation	NA	IFNA22P	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA13	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA13	mutation	NA	IFNA5	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA1	mutation	NA	IFNA13	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	DMRTA1	mutation	NA	IFNA8	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	DMRTA1	mutation	NA	IFNA22P	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	DMRTA1	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	DMRTA1	mutation	NA	IFNA5	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
