Tissue.origin	Cancer.type	Subtype	Gene.name1	Aberrance.type1	Aberrance.site1	Gene.name2	Aberrance.type2	Aberrance.site2	Description	Source	PMID
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SNRNP200	mutation	NA	SUPT5H	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SNRNP200	mutation	NA	TRA2B	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SNRNP200	mutation	NA	U2AF1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SNRNP200	mutation	NA	U2AF1L4	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SNRNP200	mutation	NA	U2AF2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	BRINP3	mutation	NA	SNRNP200	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRRM2	mutation	NA	SRSF2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRRM2	mutation	NA	SRSF6	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRRM2	mutation	NA	SUPT5H	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRRM2	mutation	NA	TRA2B	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRRM2	mutation	NA	U2AF1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRRM2	mutation	NA	U2AF1L4	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRRM2	mutation	NA	U2AF2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	BRINP3	mutation	NA	SRRM2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRSF2	mutation	NA	SRSF6	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRSF2	mutation	NA	SUPT5H	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRSF2	mutation	NA	TRA2B	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRSF2	mutation	NA	U2AF1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRSF2	mutation	NA	U2AF1L4	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRSF2	mutation	NA	U2AF2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	BRINP3	mutation	NA	SRSF2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRSF6	mutation	NA	SUPT5H	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRSF6	mutation	NA	TRA2B	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRSF6	mutation	NA	U2AF1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRSF6	mutation	NA	U2AF1L4	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SRSF6	mutation	NA	U2AF2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	BRINP3	mutation	NA	SRSF6	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SUPT5H	mutation	NA	TRA2B	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SUPT5H	mutation	NA	U2AF1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SUPT5H	mutation	NA	U2AF1L4	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	SUPT5H	mutation	NA	U2AF2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	BRINP3	mutation	NA	SUPT5H	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	TRA2B	mutation	NA	U2AF1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	TRA2B	mutation	NA	U2AF1L4	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	TRA2B	mutation	NA	U2AF2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	BRINP3	mutation	NA	TRA2B	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	U2AF1	mutation	NA	U2AF1L4	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	U2AF1	mutation	NA	U2AF2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	BRINP3	mutation	NA	U2AF1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	U2AF1L4	mutation	NA	U2AF2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	BRINP3	mutation	NA	U2AF1L4	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	BRINP3	mutation	NA	U2AF2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	ARID4B	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	ASXL2	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	ASXL3	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	BRPF1	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	CBX5	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	CBX7	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	EED	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	HDAC2	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	HDAC3	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	JMJD1C	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	KAT6B	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	KDM2B	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	KDM3B	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	KMT2D	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	KMT2C	mutation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	MTA2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	PRDM9	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	PRDM16	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	RBBP4	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	SAP130	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	SCML2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	SUDS3	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	SUZ12	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	ZBTB33	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	ZBTB7B	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	CREBBP-KAT6A	structural variation	NA	MT-RNR1	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	RPN1-MECOM	structural variation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	RUNX1-MECOM	structural variation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	SMC1A	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	SMC3	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	SMC5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	STAG2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-RNR1	mutation	NA	RAD21	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	ARID4B	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	ASXL2	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	ASXL3	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	BRPF1	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	CBX5	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	CBX7	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	EED	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	HDAC2	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	HDAC3	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	JMJD1C	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	KAT6B	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	KDM2B	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	KDM3B	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	KMT2D	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	KMT2C	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	MTA2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	PRDM9	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	PRDM16	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	RBBP4	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	SAP130	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	SCML2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	SUDS3	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	SUZ12	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	ZBTB33	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	ZBTB7B	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	CREBBP-KAT6A	structural variation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	RPN1-MECOM	structural variation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	RUNX1-MECOM	structural variation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	SMC1A	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	SMC3	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	SMC5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	STAG2	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	MT-ND5	mutation	NA	RAD21	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	CEBPA	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	CSTF2T	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	DDX1	mutation	NA	MT-ND5	mutation	NA	"CoMEt, The AML dataset contains whole-exome and copy number array data in 200 AML patients from The Cancer Genome Atlas (TCGA)"	Algorithm	26253137
